yr,mnth,hr,holiday,workingday,casual,registered,cnt,time_of_day
0,4,18,0,1,55,384,439,Sore
0,4,19,0,1,40,230,270,Sore
0,4,20,0,1,34,160,194,Sore
0,4,21,0,1,50,145,195,Sore
0,4,22,0,1,36,110,146,Sore
0,4,23,0,1,25,88,113,
0,4,0,0,0,33,73,106,Malam
0,4,1,0,0,15,59,74,Malam
0,4,2,0,0,12,53,65,Malam
0,4,3,0,0,4,13,17,Malam
0,4,4,0,0,2,5,7,Malam
0,4,5,0,0,3,4,7,Pagi
0,4,6,0,0,10,11,21,Pagi
0,4,7,0,0,21,27,48,Pagi
0,4,8,0,0,21,70,91,Pagi
0,4,9,0,0,35,121,156,Pagi
0,4,10,0,0,94,185,279,Pagi
0,4,11,0,0,120,201,321,Siang
0,4,12,0,0,178,238,416,Siang
0,4,13,0,0,185,270,455,Siang
0,4,14,0,0,184,268,452,Siang
0,4,15,0,0,217,282,499,Siang
0,4,16,0,0,191,273,464,Siang
0,4,17,0,0,162,245,407,Sore
0,4,18,0,0,134,237,371,Sore
0,4,19,0,0,150,237,387,Sore
0,4,20,0,0,65,159,224,Sore
0,4,21,0,0,58,119,177,Sore
0,4,22,0,0,37,106,143,Sore
0,4,23,0,0,34,91,125,
0,5,0,0,0,19,77,96,Malam
0,5,1,0,0,9,50,59,Malam
0,5,2,0,0,7,43,50,Malam
0,5,3,0,0,8,15,23,Malam
0,5,4,0,0,6,11,17,Malam
0,5,5,0,0,0,10,10,Pagi
0,5,6,0,0,4,9,13,Pagi
0,5,7,0,0,7,26,33,Pagi
0,5,8,0,0,16,43,59,Pagi
0,5,9,0,0,45,96,141,Pagi
0,5,10,0,0,109,155,264,Pagi
0,5,11,0,0,109,141,250,Siang
0,5,12,0,0,109,172,281,Siang
0,5,13,0,0,123,209,332,Siang
0,5,14,0,0,85,153,238,Siang
0,5,15,0,0,113,153,266,Siang
0,5,16,0,0,75,139,214,Siang
0,5,17,0,0,60,136,196,Sore
0,5,18,0,0,33,126,159,Sore
0,5,19,0,0,47,131,178,Sore
0,5,20,0,0,35,86,121,Sore
0,5,21,0,0,23,82,105,Sore
0,5,22,0,0,32,68,100,Sore
0,5,23,0,0,64,82,146,
0,5,0,0,1,68,109,177,Malam
0,5,1,0,1,41,73,114,Malam
0,5,2,0,1,16,19,35,Malam
0,5,3,0,1,9,7,16,Malam
0,5,4,0,1,9,8,17,Malam
0,5,5,0,1,4,16,20,Pagi
0,5,6,0,1,3,59,62,Pagi
0,5,7,0,1,16,193,209,Pagi
0,5,8,0,1,21,350,371,Pagi
0,5,9,0,1,41,131,172,Pagi
0,5,10,0,1,31,77,108,Pagi
0,5,11,0,1,34,96,130,Siang
0,5,12,0,1,40,147,187,Siang
0,5,13,0,1,51,119,170,Siang
0,5,14,0,1,48,133,181,Siang
0,5,15,0,1,45,110,155,Siang
0,5,16,0,1,49,220,269,Siang
0,5,17,0,1,65,472,537,Sore
0,5,18,0,1,68,450,518,Sore
0,5,19,0,1,46,268,314,Sore
0,5,20,0,1,44,174,218,Sore
0,5,21,0,1,54,178,232,Sore
0,5,22,0,1,28,97,125,Sore
0,5,23,0,1,16,48,64,
0,5,0,0,1,0,16,16,Malam
0,5,1,0,1,0,14,14,Malam
0,5,2,0,1,0,5,5,Malam
0,5,3,0,1,0,2,2,Malam
0,5,4,0,1,3,1,4,Malam
0,5,5,0,1,0,14,14,Pagi
0,5,6,0,1,7,102,109,Pagi
0,5,7,0,1,17,248,265,Pagi
0,5,8,0,1,24,435,459,Pagi
0,5,9,0,1,29,157,186,Pagi
0,5,10,0,1,36,91,127,Pagi
0,5,11,0,1,20,120,140,Siang
0,5,12,0,1,48,169,217,Siang
0,5,13,0,1,50,144,194,Siang
0,5,14,0,1,36,122,158,Siang
0,5,15,0,1,37,117,154,Siang
0,5,16,0,1,46,225,271,Siang
0,5,17,0,1,53,464,517,Sore
0,5,18,0,1,59,485,544,Sore
0,5,19,0,1,42,323,365,Sore
0,5,20,0,1,28,262,290,Sore
0,5,21,0,1,42,183,225,Sore
0,5,22,0,1,14,99,113,Sore
0,5,23,0,1,12,50,62,
0,5,0,0,1,5,22,27,Malam
0,5,1,0,1,1,6,7,Malam
0,5,2,0,1,0,4,4,Malam
0,5,3,0,1,0,1,1,Malam
0,5,4,0,1,1,2,3,Malam
0,5,5,0,1,1,8,9,Pagi
0,5,6,0,1,0,21,21,Pagi
0,5,7,0,1,6,46,52,Pagi
0,5,8,0,1,5,74,79,Pagi
0,5,9,0,1,5,35,40,Pagi
0,5,10,0,1,5,26,31,Pagi
0,5,11,0,1,3,69,72,Siang
0,5,12,0,1,19,105,124,Siang
0,5,13,0,1,15,128,143,Siang
0,5,14,0,1,13,94,107,Siang
0,5,15,0,1,22,107,129,Siang
0,5,16,0,1,22,173,195,Siang
0,5,17,0,1,22,388,410,Sore
0,5,18,0,1,29,367,396,Sore
0,5,19,0,1,30,266,296,Sore
0,5,20,0,1,17,174,191,Sore
0,5,21,0,1,17,133,150,Sore
0,5,22,0,1,9,80,89,Sore
0,5,23,0,1,8,49,57,
0,5,0,0,1,4,23,27,Malam
0,5,1,0,1,4,6,10,Malam
0,5,2,0,1,1,4,5,Malam
0,5,3,0,1,0,4,4,Malam
0,5,4,0,1,4,3,7,Malam
0,5,5,0,1,1,29,30,Pagi
0,5,6,0,1,3,86,89,Pagi
0,5,7,0,1,16,255,271,Pagi
0,5,8,0,1,25,415,440,Pagi
0,5,9,0,1,20,164,184,Pagi
0,5,10,0,1,30,98,128,Pagi
0,5,11,0,1,43,105,148,Siang
0,5,12,0,1,27,169,196,Siang
0,5,13,0,1,50,142,192,Siang
0,5,14,0,1,19,135,154,Siang
0,5,15,0,1,27,120,147,Siang
0,5,16,0,1,36,233,269,Siang
0,5,17,0,1,66,467,533,Sore
0,5,18,0,1,64,456,520,Sore
0,5,19,0,1,56,305,361,Sore
0,5,20,0,1,33,225,258,Sore
0,5,21,0,1,39,141,180,Sore
0,5,22,0,1,30,135,165,Sore
0,5,23,0,1,16,99,115,
0,5,0,0,1,13,43,56,Malam
0,5,1,0,1,8,24,32,Malam
0,5,2,0,1,1,15,16,Malam
0,5,3,0,1,3,6,9,Malam
0,5,4,0,1,0,1,1,Malam
0,5,5,0,1,0,16,16,Pagi
0,5,6,0,1,8,74,82,Pagi
0,5,7,0,1,20,202,222,Pagi
0,5,8,0,1,35,415,450,Pagi
0,5,9,0,1,27,161,188,Pagi
0,5,10,0,1,30,97,127,Pagi
0,5,11,0,1,42,123,165,Siang
0,5,12,0,1,48,198,246,Siang
0,5,13,0,1,71,182,253,Siang
0,5,14,0,1,86,127,213,Siang
0,5,15,0,1,89,171,260,Siang
0,5,16,0,1,82,262,344,Siang
0,5,17,0,1,83,470,553,Sore
0,5,18,0,1,85,385,470,Sore
0,5,19,0,1,39,253,292,Sore
0,5,20,0,1,29,161,190,Sore
0,5,21,0,1,22,130,152,Sore
0,5,22,0,1,46,105,151,Sore
0,5,23,0,1,27,93,120,
0,5,0,0,0,10,76,86,Malam
0,5,1,0,0,8,50,58,Malam
0,5,2,0,0,5,47,52,Malam
0,5,3,0,0,9,9,18,Malam
0,5,4,0,0,1,4,5,Malam
0,5,5,0,0,4,3,7,Pagi
0,5,6,0,0,1,12,13,Pagi
0,5,7,0,0,8,32,40,Pagi
0,5,8,0,0,19,96,115,Pagi
0,5,9,0,0,54,164,218,Pagi
0,5,10,0,0,90,208,298,Pagi
0,5,11,0,0,132,215,347,Siang
0,5,12,0,0,129,244,373,Siang
0,5,13,0,0,196,240,436,Siang
0,5,14,0,0,143,235,378,Siang
0,5,15,0,0,148,230,378,Siang
0,5,16,0,0,119,223,342,Siang
0,5,17,0,0,138,216,354,Sore
0,5,18,0,0,114,175,289,Sore
0,5,19,0,0,88,179,267,Sore
0,5,20,0,0,82,137,219,Sore
0,5,21,0,0,58,124,182,Sore
0,5,22,0,0,26,94,120,Sore
0,5,23,0,0,30,89,119,
0,5,0,0,0,22,78,100,Malam
0,5,1,0,0,8,56,64,Malam
0,5,2,0,0,17,42,59,Malam
0,5,3,0,0,10,21,31,Malam
0,5,4,0,0,2,8,10,Malam
0,5,5,0,0,0,5,5,Pagi
0,5,6,0,0,2,4,6,Pagi
0,5,7,0,0,8,15,23,Pagi
0,5,8,0,0,28,58,86,Pagi
0,5,9,0,0,48,112,160,Pagi
0,5,10,0,0,91,153,244,Pagi
0,5,11,0,0,142,198,340,Siang
0,5,12,0,0,139,243,382,Siang
0,5,13,0,0,166,224,390,Siang
0,5,14,0,0,126,240,366,Siang
0,5,15,0,0,128,230,358,Siang
0,5,16,0,0,122,263,385,Siang
0,5,17,0,0,106,245,351,Sore
0,5,18,0,0,63,205,268,Sore
0,5,19,0,0,61,178,239,Sore
0,5,20,0,0,42,132,174,Sore
0,5,21,0,0,32,95,127,Sore
0,5,22,0,0,29,86,115,Sore
0,5,23,0,0,9,41,50,
0,5,0,0,1,31,22,53,Malam
0,5,1,0,1,25,8,33,Malam
0,5,2,0,1,6,2,8,Malam
0,5,3,0,1,0,7,7,Malam
0,5,4,0,1,0,4,4,Malam
0,5,5,0,1,0,23,23,Pagi
0,5,6,0,1,2,87,89,Pagi
0,5,7,0,1,16,221,237,Pagi
0,5,8,0,1,23,351,374,Pagi
0,5,9,0,1,36,142,178,Pagi
0,5,10,0,1,24,95,119,Pagi
0,5,11,0,1,26,99,125,Siang
0,5,12,0,1,35,160,195,Siang
0,5,13,0,1,36,138,174,Siang
0,5,14,0,1,44,118,162,Siang
0,5,15,0,1,51,148,199,Siang
0,5,16,0,1,49,255,304,Siang
0,5,17,0,1,59,539,598,Sore
0,5,18,0,1,66,458,524,Sore
0,5,19,0,1,45,339,384,Sore
0,5,20,0,1,25,214,239,Sore
0,5,21,0,1,28,128,156,Sore
0,5,22,0,1,21,95,116,Sore
0,5,23,0,1,16,45,61,
0,5,0,0,1,6,12,18,Malam
0,5,1,0,1,3,12,15,Malam
0,5,2,0,1,1,4,5,Malam
0,5,3,0,1,1,3,4,Malam
0,5,4,0,1,0,2,2,Malam
0,5,5,0,1,1,28,29,Pagi
0,5,6,0,1,9,103,112,Pagi
0,5,7,0,1,13,301,314,Pagi
0,5,8,0,1,28,397,425,Pagi
0,5,9,0,1,29,176,205,Pagi
0,5,10,0,1,27,100,127,Pagi
0,5,11,0,1,17,108,125,Siang
0,5,12,0,1,47,170,217,Siang
0,5,13,0,1,50,152,202,Siang
0,5,14,0,1,42,134,176,Siang
0,5,15,0,1,28,152,180,Siang
0,5,16,0,1,56,271,327,Siang
0,5,17,0,1,79,532,611,Sore
0,5,18,0,1,70,480,550,Sore
0,5,19,0,1,69,365,434,Sore
0,5,20,0,1,50,241,291,Sore
0,5,21,0,1,30,173,203,Sore
0,5,22,0,1,29,121,150,Sore
0,5,23,0,1,9,72,81,
0,5,0,0,1,8,30,38,Malam
0,5,1,0,1,4,16,20,Malam
0,5,2,0,1,6,4,10,Malam
0,5,3,0,1,0,3,3,Malam
0,5,4,0,1,0,2,2,Malam
0,5,5,0,1,0,20,20,Pagi
0,5,6,0,1,6,93,99,Pagi
0,5,7,0,1,25,293,318,Pagi
0,5,8,0,1,21,421,442,Pagi
0,5,9,0,1,21,182,203,Pagi
0,5,10,0,1,30,124,154,Pagi
0,5,11,0,1,18,123,141,Siang
0,5,12,0,1,41,185,226,Siang
0,5,13,0,1,36,157,193,Siang
0,5,14,0,1,36,141,177,Siang
0,5,15,0,1,48,131,179,Siang
0,5,16,0,1,49,240,289,Siang
0,5,17,0,1,17,242,259,Sore
0,5,18,0,1,40,234,274,Sore
0,5,19,0,1,60,341,401,Sore
0,5,20,0,1,28,245,273,Sore
0,5,21,0,1,32,202,234,Sore
0,5,22,0,1,12,134,146,Sore
0,5,23,0,1,12,69,81,
0,5,0,0,1,5,39,44,Malam
0,5,1,0,1,1,16,17,Malam
0,5,2,0,1,1,14,15,Malam
0,5,3,0,1,0,5,5,Malam
0,5,4,0,1,1,5,6,Malam
0,5,5,0,1,2,27,29,Pagi
0,5,6,0,1,9,103,112,Pagi
0,5,7,0,1,14,283,297,Pagi
0,5,8,0,1,27,394,421,Pagi
0,5,9,0,1,21,191,212,Pagi
0,5,10,0,1,28,119,147,Pagi
0,5,11,0,1,43,136,179,Siang
0,5,12,0,1,43,164,207,Siang
0,5,13,0,1,48,170,218,Siang
0,5,14,0,1,43,148,191,Siang
0,5,15,0,1,54,163,217,Siang
0,5,16,0,1,50,238,288,Siang
0,5,17,0,1,54,540,594,Sore
0,5,18,0,1,64,463,527,Sore
0,5,19,0,1,59,305,364,Sore
0,5,20,0,1,56,220,276,Sore
0,5,21,0,1,31,192,223,Sore
0,5,22,0,1,25,147,172,Sore
0,5,23,0,1,16,87,103,
0,5,0,0,1,6,46,52,Malam
0,5,1,0,1,5,15,20,Malam
0,5,2,0,1,3,8,11,Malam
0,5,3,0,1,2,2,4,Malam
0,5,4,0,1,2,3,5,Malam
0,5,5,0,1,1,24,25,Pagi
0,5,6,0,1,6,76,82,Pagi
0,5,7,0,1,16,141,157,Pagi
0,5,8,0,1,26,361,387,Pagi
0,5,9,0,1,18,215,233,Pagi
0,5,10,0,1,31,99,130,Pagi
0,5,11,0,1,56,90,146,Siang
0,5,12,0,1,53,170,223,Siang
0,5,13,0,1,69,157,226,Siang
0,5,14,0,1,70,120,190,Siang
0,5,15,0,1,56,142,198,Siang
0,5,16,0,1,44,256,300,Siang
0,5,17,0,1,62,429,491,Sore
0,5,18,0,1,39,359,398,Sore
0,5,19,0,1,25,245,270,Sore
0,5,20,0,1,22,130,152,Sore
0,5,21,0,1,24,130,154,Sore
0,5,22,0,1,25,107,132,Sore
0,5,23,0,1,31,88,119,
0,5,0,0,0,24,78,102,Malam
0,5,1,0,0,18,64,82,Malam
0,5,2,0,0,15,37,52,Malam
0,5,3,0,0,5,30,35,Malam
0,5,4,0,0,1,4,5,Malam
0,5,5,0,0,7,7,14,Pagi
0,5,6,0,0,2,9,11,Pagi
0,5,7,0,0,4,28,32,Pagi
0,5,8,0,0,16,72,88,Pagi
0,5,9,0,0,14,86,100,Pagi
0,5,10,0,0,34,133,167,Pagi
0,5,11,0,0,72,207,279,Siang
0,5,12,0,0,75,204,279,Siang
0,5,13,0,0,68,180,248,Siang
0,5,14,0,0,57,159,216,Siang
0,5,15,0,0,73,221,294,Siang
0,5,16,0,0,107,188,295,Siang
0,5,17,0,0,78,194,272,Sore
0,5,18,0,0,88,216,304,Sore
0,5,19,0,0,69,179,248,Sore
0,5,20,0,0,42,115,157,Sore
0,5,21,0,0,15,44,59,Sore
0,5,22,0,0,7,19,26,Sore
0,5,23,0,0,11,33,44,
0,5,0,0,0,5,34,39,Malam
0,5,1,0,0,4,43,47,Malam
0,5,2,0,0,13,37,50,Malam
0,5,3,0,0,11,21,32,Malam
0,5,4,0,0,5,8,13,Malam
0,5,5,0,0,3,11,14,Pagi
0,5,6,0,0,3,14,17,Pagi
0,5,7,0,0,4,38,42,Pagi
0,5,8,0,0,24,46,70,Pagi
0,5,9,0,0,36,98,134,Pagi
0,5,10,0,0,73,153,226,Pagi
0,5,11,0,0,120,202,322,Siang
0,5,12,0,0,120,247,367,Siang
0,5,13,0,0,195,261,456,Siang
0,5,14,0,0,183,254,437,Siang
0,5,15,0,0,206,253,459,Siang
0,5,16,0,0,158,282,440,Siang
0,5,17,0,0,137,255,392,Sore
0,5,18,0,0,60,177,237,Sore
0,5,19,0,0,78,153,231,Sore
0,5,20,0,0,53,138,191,Sore
0,5,21,0,0,44,107,151,Sore
0,5,22,0,0,29,88,117,Sore
0,5,23,0,0,18,51,69,
0,5,0,0,1,17,21,38,Malam
0,5,1,0,1,6,8,14,Malam
0,5,2,0,1,4,9,13,Malam
0,5,3,0,1,1,3,4,Malam
0,5,4,0,1,1,5,6,Malam
0,5,5,0,1,1,20,21,Pagi
0,5,6,0,1,11,93,104,Pagi
0,5,7,0,1,27,245,272,Pagi
0,5,8,0,1,28,366,394,Pagi
0,5,9,0,1,38,156,194,Pagi
0,5,10,0,1,37,75,112,Pagi
0,5,11,0,1,56,129,185,Siang
0,5,12,0,1,72,137,209,Siang
0,5,13,0,1,61,153,214,Siang
0,5,14,0,1,76,117,193,Siang
0,5,15,0,1,55,110,165,Siang
0,5,16,0,1,45,181,226,Siang
0,5,17,0,1,47,227,274,Sore
0,5,18,0,1,55,398,453,Sore
0,5,19,0,1,36,272,308,Sore
0,5,20,0,1,31,167,198,Sore
0,5,21,0,1,28,149,177,Sore
0,5,22,0,1,22,105,127,Sore
0,5,23,0,1,18,39,57,
0,5,0,0,1,13,18,31,Malam
0,5,1,0,1,7,6,13,Malam
0,5,2,0,1,4,4,8,Malam
0,5,3,0,1,1,3,4,Malam
0,5,4,0,1,2,2,4,Malam
0,5,5,0,1,0,22,22,Pagi
0,5,6,0,1,0,49,49,Pagi
0,5,7,0,1,13,138,151,Pagi
0,5,8,0,1,22,325,347,Pagi
0,5,9,0,1,17,190,207,Pagi
0,5,10,0,1,31,73,104,Pagi
0,5,11,0,1,26,104,130,Siang
0,5,12,0,1,38,115,153,Siang
0,5,13,0,1,31,141,172,Siang
0,5,14,0,1,61,123,184,Siang
0,5,15,0,1,79,131,210,Siang
0,5,16,0,1,73,217,290,Siang
0,5,17,0,1,83,521,604,Sore
0,5,18,0,1,54,426,480,Sore
0,5,19,0,1,51,298,349,Sore
0,5,20,0,1,30,253,283,Sore
0,5,21,0,1,23,151,174,Sore
0,5,22,0,1,12,86,98,Sore
0,5,23,0,1,7,49,56,
0,5,0,0,1,8,15,23,Malam
0,5,1,0,1,3,9,12,Malam
0,5,2,0,1,1,5,6,Malam
0,5,3,0,1,6,3,9,Malam
0,5,4,0,1,1,2,3,Malam
0,5,5,0,1,0,9,9,Pagi
0,5,6,0,1,2,99,101,Pagi
0,5,7,0,1,14,260,274,Pagi
0,5,8,0,1,25,428,453,Pagi
0,5,9,0,1,26,176,202,Pagi
0,5,10,0,1,33,73,106,Pagi
0,5,11,0,1,6,17,23,Siang
0,5,12,0,1,12,42,54,Siang
0,5,13,0,1,30,92,122,Siang
0,5,14,0,1,44,94,138,Siang
0,5,15,0,1,34,133,167,Siang
0,5,16,0,1,53,241,294,Siang
0,5,17,0,1,78,487,565,Sore
0,5,18,0,1,58,431,489,Sore
0,5,19,0,1,43,288,331,Sore
0,5,20,0,1,24,189,213,Sore
0,5,21,0,1,11,74,85,Sore
0,5,22,0,1,14,103,117,Sore
0,5,23,0,1,10,49,59,
0,5,0,0,1,6,23,29,Malam
0,5,1,0,1,2,4,6,Malam
0,5,2,0,1,3,12,15,Malam
0,5,3,0,1,1,3,4,Malam
0,5,4,0,1,2,3,5,Malam
0,5,5,0,1,2,24,26,Pagi
0,5,6,0,1,17,86,103,Pagi
0,5,7,0,1,18,239,257,Pagi
0,5,8,0,1,34,453,487,Pagi
0,5,9,0,1,40,176,216,Pagi
0,5,10,0,1,35,95,130,Pagi
0,5,11,0,1,53,111,164,Siang
0,5,12,0,1,38,130,168,Siang
0,5,13,0,1,44,139,183,Siang
0,5,14,0,1,43,137,180,Siang
0,5,15,0,1,63,125,188,Siang
0,5,16,0,1,55,247,302,Siang
0,5,17,0,1,60,487,547,Sore
0,5,18,0,1,59,454,513,Sore
0,5,19,0,1,65,345,410,Sore
0,5,20,0,1,46,236,282,Sore
0,5,21,0,1,29,180,209,Sore
0,5,22,0,1,11,68,79,Sore
0,5,23,0,1,9,63,72,
0,5,0,0,1,15,33,48,Malam
0,5,1,0,1,8,17,25,Malam
0,5,2,0,1,4,4,8,Malam
0,5,3,0,1,1,4,5,Malam
0,5,4,0,1,1,4,5,Malam
0,5,5,0,1,0,28,28,Pagi
0,5,6,0,1,15,102,117,Pagi
0,5,7,0,1,30,289,319,Pagi
0,5,8,0,1,41,476,517,Pagi
0,5,9,0,1,35,199,234,Pagi
0,5,10,0,1,44,104,148,Pagi
0,5,11,0,1,63,133,196,Siang
0,5,12,0,1,69,186,255,Siang
0,5,13,0,1,60,172,232,Siang
0,5,14,0,1,66,131,197,Siang
0,5,15,0,1,74,168,242,Siang
0,5,16,0,1,61,269,330,Siang
0,5,17,0,1,71,483,554,Sore
0,5,18,0,1,79,394,473,Sore
0,5,19,0,1,49,253,302,Sore
0,5,20,0,1,40,180,220,Sore
0,5,21,0,1,40,155,195,Sore
0,5,22,0,1,28,124,152,Sore
0,5,23,0,1,15,100,115,
0,5,0,0,0,20,78,98,Malam
0,5,1,0,0,8,64,72,Malam
0,5,2,0,0,5,35,40,Malam
0,5,3,0,0,7,12,19,Malam
0,5,4,0,0,1,6,7,Malam
0,5,5,0,0,1,4,5,Pagi
0,5,6,0,0,6,22,28,Pagi
0,5,7,0,0,10,33,43,Pagi
0,5,8,0,0,29,97,126,Pagi
0,5,9,0,0,60,165,225,Pagi
0,5,10,0,0,122,201,323,Pagi
0,5,11,0,0,173,245,418,Siang
0,5,12,0,0,222,271,493,Siang
0,5,13,0,0,191,271,462,Siang
0,5,14,0,0,187,269,456,Siang
0,5,15,0,0,232,274,506,Siang
0,5,16,0,0,204,267,471,Siang
0,5,17,0,0,191,253,444,Sore
0,5,18,0,0,191,253,444,Sore
0,5,19,0,0,117,184,301,Sore
0,5,20,0,0,84,164,248,Sore
0,5,21,0,0,77,150,227,Sore
0,5,22,0,0,78,126,204,Sore
0,5,23,0,0,42,103,145,
0,5,0,0,0,31,100,131,Malam
0,5,1,0,0,17,81,98,Malam
0,5,2,0,0,18,50,68,Malam
0,5,3,0,0,10,23,33,Malam
0,5,4,0,0,3,9,12,Malam
0,5,5,0,0,1,5,6,Pagi
0,5,6,0,0,5,13,18,Pagi
0,5,7,0,0,13,27,40,Pagi
0,5,8,0,0,29,65,94,Pagi
0,5,9,0,0,59,130,189,Pagi
0,5,10,0,0,135,170,305,Pagi
0,5,11,0,0,164,209,373,Siang
0,5,12,0,0,146,255,401,Siang
0,5,13,0,0,180,275,455,Siang
0,5,14,0,0,125,191,316,Siang
0,5,15,0,0,110,221,331,Siang
0,5,16,0,0,72,201,273,Siang
0,5,17,0,0,93,213,306,Sore
0,5,18,0,0,120,238,358,Sore
0,5,19,0,0,107,193,300,Sore
0,5,20,0,0,57,174,231,Sore
0,5,21,0,0,27,109,136,Sore
0,5,22,0,0,35,86,121,Sore
0,5,23,0,0,19,46,65,
0,5,0,0,1,23,18,41,Malam
0,5,1,0,1,4,5,9,Malam
0,5,2,0,1,2,3,5,Malam
0,5,3,0,1,0,4,4,Malam
0,5,4,0,1,2,2,4,Malam
0,5,5,0,1,0,11,11,Pagi
0,5,6,0,1,4,92,96,Pagi
0,5,7,0,1,13,223,236,Pagi
0,5,8,0,1,50,359,409,Pagi
0,5,9,0,1,36,131,167,Pagi
0,5,10,0,1,49,72,121,Pagi
0,5,11,0,1,73,107,180,Siang
0,5,12,0,1,65,139,204,Siang
0,5,13,0,1,49,155,204,Siang
0,5,14,0,1,57,130,187,Siang
0,5,15,0,1,57,119,176,Siang
0,5,16,0,1,56,223,279,Siang
0,5,17,0,1,56,373,429,Sore
0,5,18,0,1,68,385,453,Sore
0,5,19,0,1,56,302,358,Sore
0,5,20,0,1,39,271,310,Sore
0,5,21,0,1,33,155,188,Sore
0,5,22,0,1,25,106,131,Sore
0,5,23,0,1,19,53,72,
0,5,0,0,1,12,23,35,Malam
0,5,1,0,1,6,9,15,Malam
0,5,2,0,1,2,8,10,Malam
0,5,3,0,1,0,2,2,Malam
0,5,4,0,1,1,3,4,Malam
0,5,5,0,1,2,22,24,Pagi
0,5,6,0,1,10,102,112,Pagi
0,5,7,0,1,26,288,314,Pagi
0,5,8,0,1,31,403,434,Pagi
0,5,9,0,1,27,111,138,Pagi
0,5,10,0,1,18,90,108,Pagi
0,5,11,0,1,33,142,175,Siang
0,5,12,0,1,41,129,170,Siang
0,5,13,0,1,38,152,190,Siang
0,5,14,0,1,27,126,153,Siang
0,5,15,0,1,59,129,188,Siang
0,5,16,0,1,52,225,277,Siang
0,5,17,0,1,56,492,548,Sore
0,5,18,0,1,74,490,564,Sore
0,5,19,0,1,45,310,355,Sore
0,5,20,0,1,39,241,280,Sore
0,5,21,0,1,21,168,189,Sore
0,5,22,0,1,26,115,141,Sore
0,5,23,0,1,13,53,66,
0,5,0,0,1,3,32,35,Malam
0,5,1,0,1,6,2,8,Malam
0,5,2,0,1,0,8,8,Malam
0,5,3,0,1,0,9,9,Malam
0,5,4,0,1,0,3,3,Malam
0,5,5,0,1,2,23,25,Pagi
0,5,6,0,1,4,113,117,Pagi
0,5,7,0,1,29,284,313,Pagi
0,5,8,0,1,36,495,531,Pagi
0,5,9,0,1,27,207,234,Pagi
0,5,10,0,1,30,105,135,Pagi
0,5,11,0,1,36,104,140,Siang
0,5,12,0,1,32,178,210,Siang
0,5,13,0,1,39,163,202,Siang
0,5,14,0,1,47,121,168,Siang
0,5,15,0,1,37,145,182,Siang
0,5,16,0,1,61,238,299,Siang
0,5,17,0,1,77,524,601,Sore
0,5,18,0,1,66,451,517,Sore
0,5,19,0,1,73,332,405,Sore
0,5,20,0,1,56,284,340,Sore
0,5,21,0,1,33,203,236,Sore
0,5,22,0,1,34,140,174,Sore
0,5,23,0,1,12,74,86,
0,5,0,0,1,11,34,45,Malam
0,5,1,0,1,3,13,16,Malam
0,5,2,0,1,7,7,14,Malam
0,5,3,0,1,0,4,4,Malam
0,5,4,0,1,0,2,2,Malam
0,5,5,0,1,2,25,27,Pagi
0,5,6,0,1,4,94,98,Pagi
0,5,7,0,1,16,270,286,Pagi
0,5,8,0,1,31,458,489,Pagi
0,5,9,0,1,22,194,216,Pagi
0,5,10,0,1,49,94,143,Pagi
0,5,11,0,1,36,124,160,Siang
0,5,12,0,1,53,141,194,Siang
0,5,13,0,1,52,145,197,Siang
0,5,14,0,1,44,145,189,Siang
0,5,15,0,1,40,101,141,Siang
0,5,16,0,1,58,233,291,Siang
0,5,17,0,1,49,445,494,Sore
0,5,18,0,1,74,404,478,Sore
0,5,19,0,1,67,311,378,Sore
0,5,20,0,1,55,267,322,Sore
0,5,21,0,1,45,178,223,Sore
0,5,22,0,1,23,157,180,Sore
0,5,23,0,1,17,73,90,
0,5,0,0,1,14,55,69,Malam
0,5,1,0,1,14,36,50,Malam
0,5,2,0,1,6,12,18,Malam
0,5,3,0,1,1,11,12,Malam
0,5,4,0,1,2,5,7,Malam
0,5,5,0,1,2,29,31,Pagi
0,5,6,0,1,8,73,81,Pagi
0,5,7,0,1,20,229,249,Pagi
0,5,8,0,1,25,393,418,Pagi
0,5,9,0,1,37,190,227,Pagi
0,5,10,0,1,42,111,153,Pagi
0,5,11,0,1,40,126,166,Siang
0,5,12,0,1,53,190,243,Siang
0,5,13,0,1,51,158,209,Siang
0,5,14,0,1,51,188,239,Siang
0,5,15,0,1,98,258,356,Siang
0,5,16,0,1,63,356,419,Siang
0,5,17,0,1,77,414,491,Sore
0,5,18,0,1,89,310,399,Sore
0,5,19,0,1,69,210,279,Sore
0,5,20,0,1,24,120,144,Sore
0,5,21,0,1,37,114,151,Sore
0,5,22,0,1,25,116,141,Sore
0,5,23,0,1,23,104,127,
0,5,0,0,0,15,79,94,Malam
0,5,1,0,0,8,47,55,Malam
0,5,2,0,0,13,35,48,Malam
0,5,3,0,0,2,13,15,Malam
0,5,4,0,0,0,4,4,Malam
0,5,5,0,0,4,3,7,Pagi
0,5,6,0,0,3,16,19,Pagi
0,5,7,0,0,17,33,50,Pagi
0,5,8,0,0,27,75,102,Pagi
0,5,9,0,0,61,116,177,Pagi
0,5,10,0,0,110,166,276,Pagi
0,5,11,0,0,171,178,349,Siang
0,5,12,0,0,145,213,358,Siang
0,5,13,0,0,168,217,385,Siang
0,5,14,0,0,172,210,382,Siang
